index,data_ocorrencia,modelo,registro,operador,local_acidente,numero_de_vitimas,ano,mes,mes_nome
899,27-AUG-2011,AIRMAX SEAMAX M-22,PU-PYM,PRIVATE,BRASILIA,0,2011,8,AGOSTO
900,20-AUG-2011,CESSNA 172A SKYHAWK,PT-BGZ,PRIVATE,NEAR CORUMBA - MS,0,2011,8,AGOSTO
901,19-AUG-2011,AGUSTAWESTLAND AW139,PR-SEK,SENIOR TÁXI AÉREO,"CAMPOS BASIN, OFFSHORE MACAÉ",4,2011,8,AGOSTO
902,02-AUG-2011,BELL 206B JETRANGER III,PT-HCZ,A.V.E. SERVIÇOS AÉREOS,BELO HORIZONTE/MG,0,2011,8,AGOSTO
903,02-AUG-2011,CESSNA C-98A GRAND CARAVAN (208B),,BRAZILIAN AF,"NEAR BOM JARDIM DA SERRA, SC",8,2011,8,AGOSTO
904,2011-07-22 00:00:00,FOKKER 100,PR-OAT,AVIANCA BRASIL LINHAS AEREAS,PASSO FUNDO AIRPORT,0,2011,7,JULHO
905,2011-07-15 00:00:00,HELIBRAS AS 350 B2 ESQUILO,PR-JGM,GILBERTO MENEL,NEAR JARAGUA DO SUL - SC,3,2011,7,JULHO
906,2011-07-13 00:00:00,NEIVA P-56C PAULISTINHA,PP-GUT,AEROCLUBE DE BRAGANÇA PAULISTA,"AEROPORTO DE BRAGANÇA PAULISTA, EM SÃO PAULO - SP",0,2011,7,JULHO
907, 13-JUL-2011,LET L-410UVP-E20,PR-NOB,NOAR LINHAS AÉREAS,"1,7 KM SSE OF RECIFE-GUARARAPES INTERNATIONAL AIRPORT, PE (REC)",16,2011,7,JULHO
908,2011-07-10 00:00:00,EMBRAER EMB-721C SERTANEJO,PT-EEC,UNKNOWM,NEAR PASSOS - MG,0,2011,7,JULHO
909,2011-07-06 00:00:00,NEIVA T-25A UNIVERSAL,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR SANTA CRUZ DAS PALMEIRAS, SP",4,2011,7,JULHO
910,2011-07-06 00:00:00,NEIVA T-25A UNIVERSAL,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR SANTA CRUZ DAS PALMEIRAS, SP",4,2011,7,JULHO
911,2011-07-04 00:00:00,COMCO IKARUS C42B CYCLONE,PU-CSE,,"NEAR PEIXOTO FARM, 10KM FROM ARAÇU (GO)",2,2011,7,JULHO
912,2011-07-01 00:00:00,EMBRAER EMB-810D SENECA III,PP-EJB,W & J TAXI AEREO,"IN FOREST, NEAR TIRIÓS, ÓBIDOS - PA",4,2011,7,JULHO
913,2011-06-17 00:00:00,AÉROSPATIALE AS 350B2 ECUREUIL,PR-OMO,FIRST CLASS GROUP,NEAR PONTE DE ITAPOROROCA BEACH,7,2011,6,JUNHO
914,2011-06-17 00:00:00,AIRBUS A319-132,PT-MZC,TAM LINHAS AÉREAS,NEAR RIO DE JANEIRO,0,2011,6,JUNHO
915,2011-06-10 00:00:00,NEIVA 592 REGENTE,PP-XIG,PRIVATE,"PANTANAL, MS",2,2011,6,JUNHO
916,2011-06-10 00:00:00,CESSNA U206G STATIONAIR,PT-KYD,PRIVATE,"PANTANAL, MS",2,2011,6,JUNHO
917,2011-06-02 00:00:00,PIPER PA-25-235 PAWNEE D,PT-OVJ,,"NEAR JANAUBA-MG, BRAZIL",0,2011,6,JUNHO
918,31-MAY-2011,EMBRAER EMB-820C NAVAJO,PT-RAT,W & J AIR TAXI COMPANY,"54 KM FROM BELEM, PA",0,2011,5,MAIO
919, 23-MAY-2011,CESSNA 208B GRAND CARAVAN,PT-OSG,MEGA LINHAS AÉREAS,"BARRA DO VENTO AIRPORT, RR",0,2011,5,MAIO
920,17-MAY-2011,AEROSPOOL WT-9 DYNAMIC,PU-PPC,PRIVATE,MINAS GERAIS,1,2011,5,MAIO
921,16-MAY-2011,PIPER PA-34-200 SENECA I,PT-IFS,AEROCLUBE DE PIRACICABA,"MORRO DO CRISTO, A MOUNTAIN OUTSIDE THE CITY OF SAO PAULO",4,2011,5,MAIO
922,16-MAY-2011,VAN'S RV-9A,PU-RVX,PRIVATE,"BRASILIA (APUB), DF",0,2011,5,MAIO
923,14-MAY-2011,CESSNA 210M CENTURION II,PR-HSM,PRIVATE,"NEAR BREU BRANCO, STATE OF PARÁ",3,2011,5,MAIO
924,12-MAY-2011,EMBRAER A-29B SUPER TUCANO,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR PUREZA, RN",1,2011,5,MAIO
925,10-MAY-2011,HELIBRÁS UH-12 ESQUILO (AS 350),N-7078,AVIAÇÃO NAVAL BRASILEIRA,"MANAUS, AM",0,2011,5,MAIO
926,02-MAY-2011,PIPER PA-32R-301 SARATOGA SP,PR-GFC,PRIVATE,SANTOS DUMONT AIRPORT - SBRJ,0,2011,5,MAIO
927,02-MAY-2011,HELIBRAS HB.350B ESQUILO,PT-HMU,MARRONE SINGER,"CLOVIS BEVILÁCQUA, SÃO JOSÉ DO RIO PRETO, 438 KM FROM SÃO PAULO",0,2011,5,MAIO
928,28-APR-2011,CESSNA 152,PR-NEA,AEROCLUBE DE MINAS GERAIS,NEAR BR-040 ROADWAY,0,2011,4,ABRIL
929,26-APR-2011,BOEING 737-7Q8,PR-GIL,GOL LINHAS AEREAS S/A,"AEROPORTO DE CONGONHAS, EM SÃO PAULO S/A",0,2011,4,ABRIL
930,21-APR-2011,EMBRAER EMB-810C SENECA,PT-EFS,AMAZONAVES TÁXI AEREO,MANAUS AIRPORT,7,2011,4,ABRIL
931,19-APR-2011,BOEING 747-428,F-GITE,AIR FRANCE,GALEAO AIRPORT- TOM JOBIM - RIO DE JANEIRO,0,2011,4,ABRIL
932,08-APR-2011,BELL 206B-3 JETRANGER III,PT-YMJ,,RIO GRANDE DA SERRA,2,2011,4,ABRIL
933,06-APR-2011,HELIBRAS/AÉROSPATIALE HB-355F2 ESQUILO II,PT-HNA,JVC TÁXI AÉREO,WILDERNESS AREA LOCATED ABOUT 140 KM WEST OF BOA VISTA,3,2011,4,ABRIL
934,02-APR-2011,AIRBUS A330-223,CS-TOG,TAP AIR PORTUGAL,NEAR SALVADOR BAHIA,0,2011,4,ABRIL
935,2011-03-26 00:00:00,AIRBUS A319-132,PT-TMA,TAM LINHAS AEREAS,RIO DE JANEIRO INTERNATIONAL AIRPORT - SBGL,0,2011,3,MARCO
936,2011-03-19 00:00:00,VENTURA TOO,PU-VVV,PRIVATE,"BURITAMA, SP",1,2011,3,MARCO
937,2011-03-08 00:00:00,EMBRAER EMB-202 IPANEMA,PT-UJU,AEROAGRÍCOLA BOA SAFRA,"PARANATINGA, MT",1,2011,3,MARCO
938,2011-03-06 00:00:00,EUROCOPTER AS 350 B2 ESQUILO,PR-ELO,CONFERE LTDA - SENATOR EUNICIO OLIVEIRA,"FAZENDA SANTA MONICA, NEAR CORUMBÁ",0,2011,3,MARCO
939,2011-03-05 00:00:00,BEECHCRAFT 58 BARON,N6037U,UNKNOWN (ILLEGAL FLIGHT),"SIERRA AMOLAR, PANTANAL, PORTO INDIO, MATO GROSSO",0,2011,3,MARCO
940,2011-03-02 00:00:00,BEECHCRAFT A36 BONANZA,PT-OIS,PRIVATE,CURITIBA,1,2011,3,MARCO
941,26-FEB-2011,EMBRAER EMB-820C NAVAJO (PA-31),PT-ELY,TÁXI AÉREO WEISS,"NEAR ARAPONGA, PR",0,2011,2,FEVEREIRO
942,25-FEB-2011,EMBRAER EMB-820C NAVAJO,PT-ELY,TAXI AÉREO WEISS,"FAZENDA SANTA ROSA, ARAPONGAS, PARANÁ",0,2011,2,FEVEREIRO
943,25-FEB-2011,EMBRAER A-29A SUPER TUCANO,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BA PORTO VELHO, RO",0,2011,2,FEVEREIRO
944,24-FEB-2011,PIPER PA-28R-200 ARROW,PT-ITI,PRIVATE,"RIO DOCE RIVER, NEAR GOVERNADOR VALADARES AIRPORT - SBVG",0,2011,2,FEVEREIRO
945,22-FEB-2011,BOEING 747-430,D-ABVL,LUFTHANSA,SÃO PAULO GUARULHOS INT´L,0,2011,2,FEVEREIRO
946,22-FEB-2011,VIMANA,PU-HHC,PRIVATE,RECIFE,0,2011,2,FEVEREIRO
947, 21-FEB-2011,ATR 72-212,PR-TTI,TRIP LINHAS AÉREAS,"ALTAMIRA AIRPORT, PA (ATM)",0,2011,2,FEVEREIRO
948,19-FEB-2011,PIPER PA-32R-301T SARATOGA II TC,PT-PSC,FRANCISCO ANTONIO DE ALMEIDA,ITIQUIRA,0,2011,2,FEVEREIRO
949,15-FEB-2011,CESSNA A188B AGTRUCK,PR-AAK,BRISA AVIAÇÃO AGRÍCOLA LTDA,IJUI-RS,0,2011,2,FEVEREIRO
950,10-FEB-2011,PAULISTINHA CAP-4,PP-HCP,AEROCLUBE DE MARINGÁ,"MARIALVA, MARINGÁ, PARANÁ",0,2011,2,FEVEREIRO
951,05-FEB-2011,AERO DESIGNS SUPER PULSAR 100,PU-JSK,PRIVATE,"JUNDIAÍ, SP (SBJD)",1,2011,2,FEVEREIRO
952,05-FEB-2011,FOX V2,,NOVA IGUAÇU AEROCLUB,NEAR CLUBE CÉU HELIPORT RIO DE JANEIRO,0,2011,2,FEVEREIRO
953,05-FEB-2011,CESSNA A188B,PT-FFG,GLOBO AVIACAO AGRICOLA LTDA,"BOM JESUS, ITINGA DO MARANHAO CITY, MARANHAO",1,2011,2,FEVEREIRO
954,04-FEB-2011,CIRRUS SR22 GTS TURBO,PR-RPE,PRIVATE,"NEAR JUNDIAÍ, SP",0,2011,2,FEVEREIRO
955,2011-01-31 00:00:00,PIPER PA-25-235 PAWNEE,PT-BII,,"IGUAPE, SP",0,2011,1,JANEIRO
956,2011-01-28 00:00:00,BEECHCRAFT 58 BARON,PR-BOR,AMERICA TAXI AEREO,PATRIMONIO REGINA,3,2011,1,JANEIRO
957,2011-01-23 00:00:00,ROBINSON R-22 BETA II,PT-YDW,RIO GRANDE DO SUL FLYING CLUB,"GUAIBA RIVER SHORE, IPANEMA, SOUTH OF PORTO ALEGRE",0,2011,1,JANEIRO
958,2011-01-20 00:00:00,HELIBRÁS HA-1 ESQUILO (AS 350),EB-1032,BRAZILIAN ARMY AVIATION,"CAMPO DO COELHO, NOVA FRIBURGO, RJ",0,2011,1,JANEIRO
959,2011-01-19 00:00:00,EMBRAER EMB-721C SERTANEJO,,ORTIZ TÁXI AÉREO,"ENVIRA, AM",0,2011,1,JANEIRO
960,2011-01-19 00:00:00,BEECHCRAFT 36 BONANZA,PP-BIL,PRIVATE,SÃO JOSÉ DO RIO PRETO-SP,0,2011,1,JANEIRO
961,2011-01-17 00:00:00,EMBRAER EMB-201 IPANEMA,PT-GHP,MOSTARDAS AVIACAO AGRÍCOLA,BACOPARI,1,2011,1,JANEIRO
962, 14-JAN-2011,BEECH B200 SUPER KING AIR,PR-ART,CMN CONSTRUTORA MEIO NORTE,"NEAR SENADOR CANEDO, GO",6,2011,1,JANEIRO
963,2011-01-11 00:00:00,HUGHES 269A-1,PT-HGP,PRIVATE,"MARICA, RJ STATE SDMC",0,2011,1,JANEIRO
964,2011-01-03 00:00:00,PIPER PA-25-260 PAWNEE,PT-DJS,UNKNOWN,CORUPA (SC),1,2011,1,JANEIRO
965,2011-01-01 00:00:00,EMBRAER ERJ-145LR (EMB-145LR),PR-PSK,PASSAREDO LINHAS AÉREAS,"LEITE LOPES AIRPORT, SAO PAULO",0,2011,1,JANEIRO
966,23-DEC-2010,EMBRAER EMB-201A IPANEMA,PT-UAS,,"CAJOBI, SP",0,2010,12,DEZEMBRO
967,18-DEC-2010,,,,RIO DE JANEIRO,2,2010,12,DEZEMBRO
968,14-DEC-2010,ROBINSON R22,PT-YYG,RADIO ELDORADO,"AVENIDA TIRADENTES, SAO PAULO, NEAR CAMPO DE MARTE AIRPORT",0,2010,12,DEZEMBRO
969,12-DEC-2010,BEECHCRAFT C90B KING AIR,PT-WUG,PRIVATE,"LONDRINA, PARANA STATE",0,2010,12,DEZEMBRO
970,10-DEC-2010,PARADISE P1,PU-RHT,PARADISE AIRCRAFT,"AEROCLUBE AIRPORT, PARAIBA, JOAO PESSOA",0,2010,12,DEZEMBRO
971,09-DEC-2010,BEECHCRAFT 55 BARON,PT-LEU,,"NEAR CARATINGA, MG",4,2010,12,DEZEMBRO
972,2010-11-25 00:00:00,EMBRAER EMB-201A IPANEMA,PT-UFG,AVIACAO AGRÍCOLA DE DOURADOS (APLIC),"NEAR ITAPORÃ, MS",0,2010,11,NOVEMBRO
973,2010-11-24 00:00:00,CESSNA 208B GRAND CARAVAN,PR-MSH,FRETAX TAXI AÉREO,"NEAR BROTAS, SAO CARLOS, 200 KM FROM SAO PAULO",0,2010,11,NOVEMBRO
974,2010-11-23 00:00:00,ROBINSON R22 ALPHA,PT-YDU,AEROCLUBE DE GOIÂNIA,"AERÓDROMO NACIONAL DE AVIAÇÃO, SOLAR VILLE, GOIÂNIA",0,2010,11,NOVEMBRO
975,2010-11-18 00:00:00,PIPER PA-25-235 PAWNEE,PT-WOP,AERO AGRÍCOLA BOA SAFRA,"TAPURAH, MT",1,2010,11,NOVEMBRO
976,2010-11-15 00:00:00,NEIVA P56-C,PP-HLV,AEROCLUBE DE BRAGANÇA PAULISTA,BRAGANÇA PAULISTA,2,2010,11,NOVEMBRO
977,2010-11-14 00:00:00,RANS S-6ES SUPER COYOTE II,PU-GIL,PRIVATE,"SALGADINHO, CAMPO LARGO, CURITIBA",2,2010,11,NOVEMBRO
978,2010-11-13 00:00:00,CESSNA 210L,N29507,,NEAR ARAÇATUBA,0,2010,11,NOVEMBRO
979,2010-11-09 00:00:00,CESSNA,ZP-VCQ,,"PORTO MURTINHO, MATO GROSSO DO SUL",0,2010,11,NOVEMBRO
980,30-OCT-2010,HOT AIR BALLOON,,PASSEIO DE BALAO,"PINHALZINHO, 120 KM FROM SAO PAULO",3,2010,10,OUTUBRO
981,23-OCT-2010,EXCEL CARGO,PU-MBH,PRIVATE,"BOM JESUS DO AMPARO, MG",2,2010,10,OUTUBRO
982,16-OCT-2010,RAND ROBINSON KR-2S,PP-XCE,,DIVINÓPOLIS - MG,0,2010,10,OUTUBRO
983,09-OCT-2010,LET L-23 SUPER BLANIK,FAB8074,BRAZILIAN AIR FORCE,NEAR PIRASSUNUNGA AIR FORCE BASE,2,2010,10,OUTUBRO
984,24-SEP-2010,EMBRAER EMB-721C SERTANEJO,PT-EGM,TASP - TAXI AÉREO SUL DO PARÁ,"BELÉM DO PARÁ, PARÁ",0,2010,9,SETEMBRO
985,19-SEP-2010,RANS S-9 CHAOS,PU-CDA,PRIVATE,"BLUMENAU, SC",0,2010,9,SETEMBRO
986,18-SEP-2010,CESSNA,,,MS,0,2010,9,SETEMBRO
987,17-SEP-2010,CESSNA 500 CITATION I,PT-LCC,DECT ENGINEERING,RIO DE JANEIRO,0,2010,9,SETEMBRO
988,15-SEP-2010,ROBINSON R44 RAVEN II,PR-DAN,PRIVATE,"LAGOA DO TRIUNFO, PARA",4,2010,9,SETEMBRO
989,11-SEP-2010,TRIKE,,PRIVATE,"CAMBÉ, PR",1,2010,9,SETEMBRO
990,10-SEP-2010,ROBINSON R44,PT-YON,BRAVA TRANSPORTES AÉREOS,ITANHAÉM MOUNTAINS,2,2010,9,SETEMBRO
991,06-SEP-2010,AIRBUS A320,,TAM AIRLINES,BELO HORIZONTE - CONFINS (CNF),0,2010,9,SETEMBRO
992,03-SEP-2010,UNKNOWN BEECHCRAFT,,UNKNOWN (ILLEGAL FLIGHT),"BOA ESPERANCA DO SUL, SP",0,2010,9,SETEMBRO
993, 25-AUG-2010,EMBRAER EMB-145LU (ERJ-145LU),PR-PSJ,PASSAREDO LINHAS AÉREAS,"VITÓRIA DA CONQUISTA AIRPORT, BA (VDC)",0,2010,8,AGOSTO
994,24-AUG-2010,TREINADOR III,PP-XGP,EDISON CORRÊA,"BAIRRO ARROIO, IMBITUBA, SANTA CATARINA",1,2010,8,AGOSTO
995,22-AUG-2010,CESSNA 182 SKYLANE,,,"XINGUARA, PA",0,2010,8,AGOSTO
996, 12-AUG-2010,LEARJET 55C,PT-LXO,OCEANAIR TÁXI AÉREO,"RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU)",0,2010,8,AGOSTO
997,06-AUG-2010,EMBRAER EMB-810C SENECA II,PT-RMX,PAQUIATUBA TÁXI AÉREOS,"SANTATEM, PA",0,2010,8,AGOSTO
998,05-AUG-2010,AIRBUS A319-132,PR-MAN,TAM,"SÃO JOSÉ DO RIO PRETO, SP (SJP/SBSR)",0,2010,8,AGOSTO
999,02-AUG-2010,ATR-42-320,PT-MFT,PANTANAL LINHAS AEREAS,BAURU AIRPORT (SBBU),0,2010,8,AGOSTO
1000,2010-07-24 00:00:00,CESSNA 208 CARAVAN I,PR-JOS,FRETAX TAXI AÉREO,"RIO SANATA, NEAR AFAUA CITY",0,2010,7,JULHO
1001,2010-07-20 00:00:00,EMBRAER EMB-711C CORISCO,PT-NBE,LUIZ CARLOS DA SILVA MILITÃO,NEAR SERRA DE SÃO VICENTE - MT,2,2010,7,JULHO
1002,2010-07-18 00:00:00,EMBRAER EMB-711C CORISCO,PT-NBE,PRIVATE,"SERRA DE SÃO VICENTE, 70 KM SOUTH OF CUIABÁ, MT",2,2010,7,JULHO
1003,2010-07-16 00:00:00,ROBINSON R44 RAVEN II,PR-TNB,"PEREIRA ALVIM PARTICIPACOES E EMPREENDIMENTOS LTDA,","VALE FORMOSA, NOVO HORIZONTE, SAO PAULO",1,2010,7,JULHO
1004,2010-07-10 00:00:00,CESSNA 182F SKYLANE,PT-BXQ,PRIVATE,"PAÇO DO LUMIAR, ILHA DE SÃO LUÍS, MARANHÃO",0,2010,7,JULHO
1005,2010-07-10 00:00:00,NEIVA P-56C 'PAULISTINHA',PT-BOM,AEROCLUBE DE BRAGANÇA PAULISTA,"MONTE VERDE DISTRICT, CAMANDUCAIA, MG",0,2010,7,JULHO
1006,2010-07-10 00:00:00,BOEING 747-428,F-GITH,AIR FRANCE,"EN ROUTE, NEAR RECIFE, PERNAMBUCO",0,2010,7,JULHO
1007,2010-07-02 00:00:00,EMBRAER EMB-810C SENECA II,PT-EZC,ABELHA TÁXI AÉREO,BETWEEN RONDONÓPOLIS APT. - MT AND FAZENDA ANHANGUERA APT. - MT,0,2010,7,JULHO
1008,2010-06-28 00:00:00,ATR-42-320,PR-TTE,TRIP LINHAS AEREAS,"USIMINAS AIRPORT (SBIP), IPATINGA, MINAS GERAIS",0,2010,6,JUNHO
1009,2010-06-25 00:00:00,ULTRALIGHT,,,"PRAIA DA RESERVA, RJ",2,2010,6,JUNHO
1010,2010-06-20 00:00:00,ULTRALIGHT,,PRIVAT,"PRAIA DE ITAIPUACA, MARICÁ",0,2010,6,JUNHO
1011,2010-06-09 00:00:00,CESSNA 182C SKYLANE,PT-BIN,PRIVATE,"YANOMAM RESERVE, ALTO ALEGRE, RORAIMA",0,2010,6,JUNHO
1012,2010-06-03 00:00:00,INPAER EXCEL CARGO,PU-CEP,PRIVATE,"NEAR TRES FORQUILHAS, RS",2,2010,6,JUNHO
1013,29-MAY-2010,EMBRAER EMB-201A IPANEMA,PT-GYX,AVIAÇÃO AGRÍCOLA ALAGOANA,"USINA CORURIPE, FELIZ DESERTO - AL",1,2010,5,MAIO
1014,26-MAY-2010,,,,"CORRENTINA, BAHIA",1,2010,5,MAIO
1015, 19-MAY-2010,EMBRAER EMB-110P BANDEIRANTE,PT-GKQ,TÁXI AÉREO WEISS,"0,7 KM FROM CASCAVEL AIRPORT, PR (CAC)",0,2010,5,MAIO
1016,13-MAY-2010,EMBRAER EMB-810C SENECA II,PT-EUJ,CTA - CLEITON TÁXI AÉREO,"NEAR MANAUS, AMAZONAS",6,2010,5,MAIO
1017,08-MAY-2010,INPAER CONQUEST 180,PU-RIZ,PRIVATE,"HIGHWAY IN LUCAS DO RIO VERDE, MATO GROSSO",0,2010,5,MAIO
1018,28-APR-2010,CESSNA 152 II,PT-WQP,BORN TO FLY FLIGHT SCHOOL,"SALGADO FILHO INTL. AIRPORT (POA/SBPA), PORTO ALEGRE, RS",0,2010,4,ABRIL
1019,27-APR-2010,AIR TRACTOR AT-802,PR-EBM,CORPO DE BOMBEIROS DO RIO DE JANEIRO/FIRE DEPARTMENT,NEAR RESENDE - RIO DE JANEIRO,2,2010,4,ABRIL
1020,21-APR-2010,NEIVA CAP-4 PAULISTINHA,PP-RTO,PRIVATE,"RECIFE, PERNAMBUCO",0,2010,4,ABRIL
1021,02-APR-2010,EMBRAER T-27 TUCANO,,FORÇA AÉREA BRASILEIRA (FAB),"LAGES, SC",1,2010,4,ABRIL
1022,2010-03-26 00:00:00,CESSNA 210H CENTURION,PT-AKS,,ANÁPOLIS - GOIÁS,0,2010,3,MARCO
1023,2010-03-21 00:00:00,AEROTEC A-122B UIRAPURU,PP-GYK,AEROCLUBE DE BRASILIA,"NEAR LUZIÂNIA (SWUZ), GO",0,2010,3,MARCO
1024,2010-03-19 00:00:00,CESSNA 185A SKYWAGON,PT-LCI,PRIVATE,"SANTA MARIA AIRPORT, CAMPO GRANDE, MATO GROSSO DO SUL",0,2010,3,MARCO
1025,2010-03-10 00:00:00,HELIBRÁS HA-1 ESQUILO (AS 350),EB-1029,BRAZILIAN ARMY AVIATION,"NEAR CORUMBÁ, MS",4,2010,3,MARCO
1026, 07-MAR-2010,LEARJET 35A,PT-LJK,LÍDER TÁXI AÉREO,"MANAUS-EDUARDO GOMES INTERNATIONAL AIRPORT, AM (MAO)",0,2010,3,MARCO
1027,2010-03-02 00:00:00,EMBRAER EMB-201A IPANEMA,PT-GGB,PLANETA AVIACAO,"NEAR ÁGUA BOA CITY, MATO GROSSO",0,2010,3,MARCO
1028,26-FEB-2010,CESSNA 310R,PT-OID,PRIVATE,"SERRA DO CURRAL, MINAS GERAIS",2,2010,2,FEVEREIRO
1029, 17-FEB-2010,EMBRAER PHENOM 100,PR-UUT,AIR MINAS LINHAS AÉREAS,"SÃO PAULO-CAMPO DE MARTE AIRPORT, SP",0,2010,2,FEVEREIRO
1030,15-FEB-2010,INPAER CONQUEST 210,PU-RKM,PRIVATE,"NEAR ANHEMBI CITY, SÃO PAULO",0,2010,2,FEVEREIRO
1031,10-FEB-2010,HELIBRÁS HA-1 ESQUILO (AS 350),EB-1011,BRAZILIAN ARMY AVIATION,"CAMPO GRANDE, MS",0,2010,2,FEVEREIRO
1032,10-FEB-2010,AÉROSPATIALE AS 350BA ECUREUIL,PT-YRE,TV E RADIO RECORD,"SAO PAULO JOCKEY CLUB, AVENIDA DE PAULA MACHADO LINNAEUS, SÃO PAULO",1,2010,2,FEVEREIRO
1033,05-FEB-2010,FOX V5,,PRIVATE,RIO DE JANIERO,2,2010,2,FEVEREIRO
1034,05-FEB-2010,BELL UH-1H IROQUOIS,,FORÇA AÉREA BRASILEIRA (FAB),"CAMPO GRANDE, MS",0,2010,2,FEVEREIRO
1035,2010-01-27 00:00:00,EMBRAER EMB-810C SENECA,PR-UGO,PRIVATE,"IPERÓ, SP",2,2010,1,JANEIRO
1036,2010-01-26 00:00:00,ROBINSON R44 ASTRO,PT-YSG,RQ SERVIÇOS AÉREOS ESPECIALIZADOS LTDA.,KM 19 ANCHIETA HIGHWAY IN SAO BERNARDO DO CAMPO,0,2010,1,JANEIRO
1037, 25-JAN-2010,EMBRAER EMB-110C BANDEIRANTE,PT-TAF,PIQUIATUBA TÁXI AÉREO,"4 KM E OF SENADOR JOSÉ PORFÍRIO-WILMA REBELO AIRFIELD, PA",2,2010,1,JANEIRO
1038,2010-01-24 00:00:00,ULTRALEVE,,PRIVATE,"MORRO SÃO JOÃO, CASIMIRO DE ABREU",1,2010,1,JANEIRO
1039,2010-01-23 00:00:00,CESSNA 210N CENTURION,PT-OHL,PRIVATE,"PONTES E LACERDA,MT",1,2010,1,JANEIRO
1040,2010-01-22 00:00:00,PIPISTREL VIRUS SW,PU-EME,PRIVATE,"JACUNDA, PARA",0,2010,1,JANEIRO
1041,2010-01-15 00:00:00,HELIBRAS HB.350B ESQUILO,PT-HLE,JVC AERO TAXI,"NEAR CANATUMA, BETWEEN MANAUS AND LÁBREA, SOUTH AMAZON AREA.",0,2010,1,JANEIRO
1042,2010-01-10 00:00:00,ATR 72-500 (72-212A),PP-PTO,TRIP,"FOZ DO IGUAÇU/CATARATAS AIRPORT, PR (IGU/SBFI)",0,2010,1,JANEIRO
1043,2010-01-08 00:00:00,LANCAIR IV-P,PT-ZVN,PRIVATE,"NEAR ALFENAS AIRPORT (SNFE), MINAS GERAIS",0,2010,1,JANEIRO
1044,2010-01-04 00:00:00,EMBRAER/NEIVA EMB-202 IPANEMA,PT-URT,PRIVATE,"IRMAOS MINARETTO FARM, LUCAS DO RIO VERDE, MT",0,2010,1,JANEIRO
1045,30-DEC-2009,INPAER CONQUEST 180,PU-ELG,PRIVATE,"GOIOERÊ, PARANÁ",0,2009,12,DEZEMBRO
1046,29-DEC-2009,FLYER (ULTRAVIA) PELICAN 500BR,PU-RCS,PRIVATE,"SÃO JOSÉ DOS PINHAIS AERO CLUB, PR",0,2009,12,DEZEMBRO
1047,28-DEC-2009,CESSNA A188B AGTRUCK,PR-SUB,AEROMIS AERO AGRÍCOLA,"NEAR POULTRY FARM CINCO SALSOS, ACEGUÁ, RIO GRANDE DO SUL",1,2009,12,DEZEMBRO
1048,26-DEC-2009,CESSNA 310Q,PT-JCZ,AEROSTAR,LUIS EDUARDO MAGALHAES INTL - SALVADOR - BA,0,2009,12,DEZEMBRO
1049,22-DEC-2009,VAN'S RV-10,PT-ZXC,PRIVATE,"CARLOS PRATES AIRPORT (SBPR), BELO HORIZONTE, MG",0,2009,12,DEZEMBRO
1050,17-DEC-2009,BOEING 727-2J7(F),PR-MTL,TAF LINHAS AEREAS,SBEG MANAUS INTERNATIONAL,0,2009,12,DEZEMBRO
1051, 13-DEC-2009,AIRBUS A310-304,C-GTSF,AIR TRANSAT,"RIO DE JANEIRO/GALEÃO INTERNATIONAL AIRPORT, RJ (GIG)",0,2009,12,DEZEMBRO
1052,09-DEC-2009,BOEING 777-228ER,F-GSPB,AIR FRANCE,"OVER GUARULHOS, SÃO PAULO",0,2009,12,DEZEMBRO
1053,01-DEC-2009,AIRBUS A330-203,PT-MVF,TAM LINHAS AEREAS,NEAR SAO PAULO,0,2009,12,DEZEMBRO
1054, 01-DEC-2009,BOEING 727-222F,PR-MTK,TAF LINHAS AÉREAS,"SÃO PAULO-GUARULHOS INTERNATIONAL AIRPORT, SP (GRU)",0,2009,12,DEZEMBRO
1055,2009-11-30 00:00:00,AIRBUS A330-203,F-GZCK,AIR FRANCE,EN ROUTE AT FL380 OVERHEAD THE ATLANTIC,0,2009,11,NOVEMBRO
1056,2009-11-30 00:00:00,AIRBUS A320-200,,TAM LINHAS AEREAS,INITIAL CLIMB IN RIO DE JANEIRO/GALEÃO - ANTONIO CARLOS JOBIM INTERNAT,0,2009,11,NOVEMBRO
1057,2009-11-27 00:00:00,VAN'S RV-9A,PU-PAL,PRIVATE,BRASILIA,0,2009,11,NOVEMBRO
1058,2009-11-19 00:00:00,EMBRAER EMB-200 IPANEMA,PT-GDK,PRIVATE,"URUGUAIANA, RIO GRANDE DO SUL",1,2009,11,NOVEMBRO
1059,2009-11-16 00:00:00,EMBRAER EMB-810C SENECA,PT-OBL,JAD TAXI AERÉO,PORTO ALEGRE-SALGADO FILHO (POA/SBPA),0,2009,11,NOVEMBRO
1060,2009-11-16 00:00:00,BRAVO 700,,PRIVATE,"RIBEIRAO PRETO,SP",1,2009,11,NOVEMBRO
1061,31-OCT-2009,MAX M-22,PU-MAX,,OFF AGRA DOS REIS,0,2009,10,OUTUBRO
